"No.","業種","屋号","営業所所在地","営業所電話番号","申請者氏名","代表者氏名","申請者住所","申請年月日","許可年月日","初許可年月日","有効期間開始日","有効期間満了日","備考","LocName","fX","fY","iConf","iLvl"
92,飲食店営業（一般食堂）,はま屋,熊本市中央区安政町5-9サンセリテ下川ビル1F,326-4385,浜本　正明,,,2020年3月2日,2020年3月2日,1985年11月20日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/中央区/安政町/５番/９号","130.70990","32.80159","5","8"
93,飲食店営業（一般食堂）,木煉瓦,熊本市中央区花畑町11-35森山8ビル1F,354-7831,本田　規夫,,,2020年10月29日,2020年10月29日,1989年10月25日,2020年12月1日,2026年11月30日,,"熊本県/熊本市/中央区/花畑町/１１番/３５号","130.70728","32.80222","5","8"
94,飲食店営業（弁当屋）,レストラン本陣,熊本市中央区水前寺公園8-1,381-9302,江藤　幸和,,,2018年11月15日,2018年11月15日,1984年11月19日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/中央区/水前寺公園/８番","130.73563","32.79075","5","7"
95,飲食店営業（一般食堂）,遊膳,熊本市中央区国府1丁目11-15ロワイヤルユニビル1F,371-1333,三河　光洋,,,2019年5月24日,2019年5月30日,1991年3月30日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/国府/一丁目/１１番/１５号","130.72757","32.79258","5","8"
96,飲食店営業（一般食堂）,とらや,熊本市中央区水前寺2丁目5-28,383-4137,㈲村田商事,村田　勝,熊本市中央区水前寺2丁目5-28,2019年5月16日,2019年5月20日,1979年5月24日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/水前寺/二丁目/５番/２８号","130.73346","32.79241","5","8"
97,飲食店営業（一般食堂）,酒亭倶楽部,熊本市中央区安政町2-23とまとビル2F,352-3553,馬場　悟,,,2020年8月25日,2020年8月25日,1986年3月25日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/安政町/２番/２３号","130.71072","32.80147","5","8"
98,飲食店営業（一般食堂）,ＭＡＮ,熊本市中央区安政町5-9サンセリテ下川ビル4F,326-0860,村田　善則,,,2020年2月25日,2020年2月27日,1986年2月5日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/中央区/安政町/５番/９号","130.70990","32.80159","5","8"
99,飲食店営業（一般食堂）,和食物語　桜子,熊本市中央区安政町6-3アンティラシンビル3F,359-2888,㈱瑞恵,横山　佳之,熊本市東区尾ノ上1丁目18-20,2020年10月28日,2020年11月2日,1992年9月3日,2020年12月1日,2026年11月30日,,"熊本県/熊本市/中央区/安政町/６番/３号","130.71033","32.80149","5","8"
100,飲食店営業（一般食堂）,熊本ラーメンめんきち,熊本市東区健軍3丁目43-15,369-8911,村上　健吉,,,2019年11月12日,2019年11月21日,1988年9月26日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/東区/健軍/三丁目/４３番/１５号","130.76093","32.78203","5","8"
101,飲食店営業（一般食堂）,風来坊熊本店,熊本市中央区手取本町4-15トーキビル3F,355-4106,池田　道雄,,,2020年5月12日,2020年5月12日,1989年4月18日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/手取本町/４番/１５号","130.70920","32.80265","5","8"
102,飲食店営業（一般食堂）,ラブジョイ,熊本市中央区花畑町13-12栄ビル4F,324-6321,山口　立夫,,,2019年2月22日,2019年2月22日,1976年10月1日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/花畑町/１３番/１２号","130.70671","32.80040","5","8"
103,飲食店営業（一般食堂）,とろく黒亭,熊本市中央区渡鹿7丁目15-31,364-0280,森田　雄一,,,2018年10月26日,2018年11月9日,1981年10月21日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/中央区/渡鹿/七丁目/１５番/３１号","130.74106","32.80791","5","8"
104,飲食店営業（一般食堂）,Ｂａｒ　Ｌｅｇａｃｙ,熊本市中央区手取本町2-13ステップ1ビル5F,326-2206,谷　昭夫,,,2019年8月20日,2019年8月29日,1988年6月10日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/手取本町/２番/１３号","130.70897","32.80291","5","8"
105,飲食店営業（一般食堂）,大文字本店,熊本市中央区手取本町5-6加藤ビル,325-5123,㈲大文字,佐井　宏次,熊本市中央区京町1丁目9-24,2020年2月25日,2020年2月25日,1991年12月21日,2020年3月1日,2026年2月28日,,"熊本県/熊本市/中央区/手取本町/５番/６号","130.71036","32.80271","5","8"
106,飲食店営業（一般食堂）,ＬＥ・ＰＥＴｉＴ・ＰＡＲｉＳ,熊本市中央区手取本町3-12サンリブビル2F,359-5225,平川　勝也,,,2021年2月16日,2021年2月16日,1989年2月9日,2021年3月1日,2027年2月28日,,"熊本県/熊本市/中央区/手取本町/３番/１２号","130.70842","32.80315","5","8"
107,飲食店営業（一般食堂）,珈琲アロー,熊本市中央区花畑町10-10末広ビル1F,352-8945,八井　巌,,,2019年4月22日,2019年5月7日,1991年3月8日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/花畑町/１０番/１０号","130.70691","32.80189","5","8"
108,飲食店営業（一般食堂）,スナック千花,熊本市中央区下通1丁目4-7熊本ビル2F,325-1087,㈲千花,中島　アンナ,熊本市西区出町4-40-610,2019年11月5日,2019年11月12日,1991年8月27日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/下通/一丁目/４番/７号","130.70845","32.80197","5","8"
109,飲食店営業（一般食堂）,珈琲讃歌,熊本市中央区手取本町6-1鶴屋百貨店B1,327-3966,ユーシーシーフードサービスシステムズ㈱,川野　浩司,神戸市中央区多聞通5丁目3-8,2019年1月22日,2019年1月31日,1991年1月23日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
110,飲食店営業（一般食堂）,有限会社山盛食堂,熊本市中央区大江1丁目5-17,371-9123,㈲山盛食堂,山田　礼二,熊本市中央区大江1丁目5-17,2019年4月24日,2019年5月8日,1991年5月7日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/大江/一丁目/５番/１７号","130.72395","32.80905","5","8"
111,飲食店営業（一般食堂）,３３９０１三菱ＵＦＪ銀行　熊本支店,熊本市中央区新市街1-26,352-5144,コンパスグループ・ジャパン㈱,石田　隆嗣,東京都中央区築地五丁目5番12号,2019年11月11日,2019年11月15日,1982年9月9日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/新市街/１番/２６号","130.70531","32.79961","5","8"
112,飲食店営業（一般食堂）,万作亭,熊本市中央区新屋敷1丁目15-10,366-3711,米倉　佐嘉城,,,2019年2月1日,2019年2月13日,1979年1月5日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/新屋敷/一丁目/１５番/１０号","130.71716","32.80155","5","8"
113,飲食店営業（一般食堂）,鳥料理よしだ,熊本市中央区新屋敷1丁目1-12,366-7770,吉田　武,,,2020年8月19日,2020年8月19日,1975年3月5日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/新屋敷/一丁目/１番/１２号","130.71764","32.80373","5","8"
114,飲食店営業（一般食堂）,龍華園,熊本市東区東京塚町18-51,381-0601,葉　勝廣,,,2017年7月31日,2017年8月4日,1986年7月10日,2017年9月1日,2023年8月31日,,"熊本県/熊本市/東区/東京塚町/１８番/５１号","130.75388","32.79603","5","8"
115,飲食店営業（一般食堂）,Ｃｏｃｋｔａｉｌ　Ｂａｒ　Ｖｉｃｔｏｒ,熊本市中央区花畑町12-5Amazing8ビルBF,359-5528,江口　吉晴,,,2019年1月25日,2019年2月21日,1991年1月25日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/花畑町/１２番/５号","130.70621","32.80116","5","8"
116,飲食店営業（一般食堂）,Ο ＳＰＩＲＩＴ,熊本市中央区花畑町13-21おかよしビル1F,354-3808,㈲岡末商店,岡本　恭典,熊本市中央区花畑町13-21,2019年2月25日,2019年2月25日,1987年10月2日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/花畑町/１３番/２１号","130.70613","32.80022","5","8"
117,飲食店営業（一般食堂）,スナックしなりお　,熊本市中央区下通1丁目6-18カーナA1ビル1F,324-2661,西川　君江,,,2019年8月27日,2019年8月28日,1991年7月22日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/下通/一丁目/６番/１８号","130.70944","32.80091","5","8"
118,飲食店営業（一般食堂）,羅生門,熊本市中央区水前寺公園12-25,385-3333,㈲羅生門,米澤　房朝,熊本市中央区水前寺公園12-25,2017年4月28日,2017年5月11日,1987年3月12日,2017年6月1日,2023年5月31日,,"熊本県/熊本市/中央区/水前寺公園/１２番/２５号","130.73553","32.78898","5","8"
119,飲食店営業（一般食堂）,スターライトカフェ,熊本市中央区出水7丁目95-3,378-1789,㈲レストラン凱旋門,有川　理,熊本市中央区出水7丁目95-3,2019年5月9日,2019年5月13日,1991年3月4日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/出水/七丁目/９５番/３号","130.72922","32.77033","5","8"
120,飲食店営業（一般食堂）,フラワー喫茶　ミミ,熊本市中央区新市街1-5,356-9585,堤　とも子,,,2019年3月12日,2019年4月4日,1974年3月28日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/新市街/１番/５号","130.70590","32.80012","5","8"
121,飲食店営業（仕出し屋）,はやしだ,熊本市南区無田口町1719,227-0076,㈲林田商事,林田　義次,熊本市南区無田口町1719,2020年5月26日,2020年5月26日,1977年5月9日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/南区/無田口町","130.63033","32.75917","5","5"
122,飲食店営業（そうざい調理）,サンフード・イワナガ,熊本市中央区大江5丁目14-12,364-4634,㈱サンフード・イワナガ,岩永　匡史,熊本市中央区大江5丁目14-12,2019年5月15日,2019年5月22日,1991年4月1日,2019年6月1日,2025年5月31日,,"熊本県/熊本市/中央区/大江/五丁目/１４番/１２号","130.72458","32.79732","5","8"
123,飲食店営業（弁当屋）,デリカショップひがしの,熊本市東区東野3丁目1-3,368-3103,大久保　恵子,,,2020年4月28日,2020年4月28日,1983年5月6日,2020年6月1日,2026年5月31日,,"熊本県/熊本市/東区/東野/三丁目/１番/３号","130.76569","32.77532","5","8"
124,飲食店営業（そうざい調理）,べんとうのヒライ保田窪店,熊本市中央区保田窪1丁目2-51サンリブ保田窪店内,383-2227,㈱ヒライ,平井　浩一郎,熊本市西区春日7丁目26-70,2019年11月8日,2019年11月15日,1991年9月19日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/中央区/保田窪/一丁目/２番/５１号","130.74181","32.80396","5","8"
125,飲食店営業（弁当屋）,たかのチェーン田迎店,熊本市南区出仲間5丁目2-8,378-7885,小原　正義,,,2019年10月30日,2019年11月5日,1991年9月17日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/南区/出仲間/五丁目/２番/８号","130.71758","32.76962","5","8"
126,飲食店営業（弁当屋）,グーチョキパン屋,熊本市中央区大江4丁目21-9,364-5403,大城　亨,,,2020年5月25日,2020年5月25日,1992年4月9日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/大江/四丁目/２１番/９号","130.72426","32.79922","5","8"
127,飲食店営業（そうざい調理）,合名会社村里かまぼこ店,熊本市東区若葉1丁目31-3,368-2485,(名)村里かまぼこ店,村里　弘行,熊本市東区若葉1丁目31-3,2020年7月28日,2020年7月28日,1972年3月9日,2020年9月1日,2026年5月31日,,"熊本県/熊本市/東区/若葉/一丁目/３１番/３号","130.76094","32.77616","5","8"
128,飲食店営業（弁当屋）,九一屋,熊本市東区月出1丁目7-46,383-8004,㈲九一屋,浦口　孝徳,熊本市東区月出1丁目7-46,2019年11月6日,2019年11月8日,1988年11月17日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/東区/月出/一丁目/７番/４６号","130.76607","32.80188","5","8"
129,飲食店営業（一般食堂）,お好焼しらいし,熊本市南区奥古閑町133,223-3105,白石　カズ子,,,2019年5月10日,2019年5月15日,,2019年6月1日,2025年5月31日,,"熊本県/熊本市/南区/奥古閑町","130.63353","32.73087","5","5"
130,飲食店営業（料理屋）,㈲料亭いわ村,熊本市南区川尻4丁目9-24,357-1551,㈲料亭いわ村,岩村　浩通,熊本市南区川尻4丁目9-24,2019年2月8日,2019年2月8日,1978年10月18日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/南区/川尻/四丁目/９番/２４号","130.68129","32.73781","5","8"
131,飲食店営業（その他）,株式会社おかよし,熊本市中央区花畑町13-21おかよしビル4F,354-5549,㈱おかよし,岡本　恭典,熊本市中央区花畑町13-21,2019年2月25日,2019年2月25日,1973年11月21日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/花畑町/１３番/２１号","130.70613","32.80022","5","8"
132,飲食店営業（料理屋）,エルセルモ熊本,熊本市中央区世安町155,362-3390,㈱セルモ,岩上　梨可,熊本市中央区世安町155,2019年2月27日,2019年2月27日,1981年11月27日,2019年3月1日,2025年2月28日,,"熊本県/熊本市/中央区/世安町/１５５番地","130.69832","32.78196","5","7"
133,飲食店営業（料理屋）,寿し和食肥後,熊本市中央区大江2丁目14-47,366-6767,荒木　輝男,,,2017年8月28日,2017年8月28日,1981年6月5日,2017年9月1日,2023年8月31日,,"熊本県/熊本市/中央区/大江/二丁目/１４番/４７号","130.73329","32.80420","5","8"
134,飲食店営業（弁当屋）,弁当の米津,熊本市南区八幡10丁目3-96,357-6478,米津　健次郎,,,2019年8月27日,2019年8月27日,1979年5月25日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/南区/八幡/十丁目/３番/９６号","130.68767","32.74094","5","8"
135,飲食店営業（その他）,㈱鶴屋百貨店,熊本市中央区手取本町6-1鶴屋百貨店B1,356-2111,㈱鶴屋百貨店,福岡　哲生,熊本市中央区手取本町6-1,2018年11月30日,2018年11月30日,1987年11月4日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/中央区/手取本町/６番/１号","130.71059","32.80278","5","8"
136,飲食店営業（その他）,八ちゃん堂中山店,熊本市東区小山7丁目4-5,389-0585,田中　節子,,,2019年10月30日,2019年11月1日,1982年10月21日,2019年12月1日,2025年11月30日,,"熊本県/熊本市/東区/小山/七丁目/４番/５号","130.80197","32.82758","5","8"
137,飲食店営業（料理屋）,㈲若松屋,熊本市南区川尻4丁目9-12,357-9020,㈲若松屋,林　憲一,熊本市南区川尻4丁目9-12,2018年11月15日,2018年11月15日,1984年9月26日,2018年12月1日,2024年11月30日,,"熊本県/熊本市/南区/川尻/四丁目/９番/１２号","130.68071","32.73804","5","8"
138,飲食店営業（すし屋）,いずみ寿司,熊本市中央区出水5丁目11-37,371-3636,㈲いずみ寿司,大隈　忠信,熊本市中央区出水5丁目11-37,2019年8月30日,2019年8月30日,1991年6月19日,2019年9月1日,2025年8月31日,,"熊本県/熊本市/中央区/出水/五丁目/１１番/３７号","130.72987","32.77932","5","8"
139,飲食店営業（レストラン）,サテライト,熊本市中央区上通町1-20,356-8881,(資)岡田珈琲,岡田　佳子,熊本市中央区上通町1-20,2020年5月11日,2020年5月11日,,2020年9月1日,2026年5月31日,,"熊本県/熊本市/中央区/上通町/１番/２０号","130.71043","32.80329","5","8"
